"spcode","kingdom","phylum","class","family","genus","species","common_name","order"
37331902,"Animalia","Chordata","Actinopterygii","Malacanthidae","Hoplolatilus","spp",NA,"Perciformes"
37313902,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Assiculoides","spp",NA,"Perciformes"
37205901,"Animalia","Chordata","Actinopterygii","Batrachoididae","Batrachomoeus","spp",NA,"Batrachoidiformes"
37228916,"Animalia","Chordata","Actinopterygii","Ophidiidae","Dannevigia","spp",NA,"Ophidiiformes"
37264903,"Animalia","Chordata","Actinopterygii","Cyttidae","Cyttus","spp",NA,"Zeiformes"
37282918,"Animalia","Chordata","Actinopterygii","Syngnathidae","Idiotropiscis","spp",NA,"Syngnathiformes"
37059901,"Animalia","Chordata","Actinopterygii","Chlopsidae","Kaupichthys","spp",NA,"Anguilliformes"
37354909,"Animalia","Chordata","Actinopterygii","Sciaenidae","Johnius","spp",NA,"Perciformes"
37445906,"Animalia","Chordata","Actinopterygii","Centrolophidae","Psenopsis","spp",NA,"Perciformes"
37407904,"Animalia","Chordata","Actinopterygii","Channichthyidae","Chionobathyscus","spp",NA,"Perciformes"
37106910,"Animalia","Chordata","Actinopterygii","Phosichthyidae","Vinciguerria","spp",NA,"Stomiiformes"
37393903,"Animalia","Chordata","Actinopterygii","Percophidae","Chrionema","spp",NA,"Perciformes"
37101901,"Animalia","Chordata","Actinopterygii","Retropinnidae","Retropinna","spp",NA,"Osmeriformes"
37371905,"Animalia","Chordata","Actinopterygii","Cichlidae","Geophagus","spp",NA,"Perciformes"
37311942,"Animalia","Chordata","Actinopterygii","Serranidae","Pseudanthias","spp",NA,"Perciformes"
37114901,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Alepocephalus","spp",NA,"Osmeriformes"
37384930,"Animalia","Chordata","Actinopterygii","Labridae","Novaculichthys","spp",NA,"Perciformes"
37428942,"Animalia","Chordata","Actinopterygii","Gobiidae","Hemigobius","spp",NA,"Perciformes"
37465934,"Animalia","Chordata","Actinopterygii","Monacanthidae","Stephanolepis","spp",NA,"Tetraodontiformes"
37246905,"Animalia","Chordata","Actinopterygii","Atherinidae","Craterocephalus","spp",NA,"Atheriniformes"
37441916,"Animalia","Chordata","Actinopterygii","Scombridae","Cybiosarda","spp",NA,"Perciformes"
37117902,"Animalia","Chordata","Actinopterygii","Aulopidae","Hime","spp",NA,"Aulopiformes"
37088901,"Animalia","Chordata","Actinopterygii","Osteoglossidae","Scleropages","spp",NA,"Osteoglossiformes"
37428945,"Animalia","Chordata","Actinopterygii","Gobiidae","Larsonella","spp",NA,"Perciformes"
37018904,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Carcharhinus","spp",NA,"Carcharhiniformes"
37068914,"Animalia","Chordata","Actinopterygii","Ophichthidae","Neenchelys","spp",NA,"Anguilliformes"
37467906,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Marilyna","spp",NA,"Tetraodontiformes"
37266903,"Animalia","Chordata","Actinopterygii","Oreosomatidae","Allocyttus","spp",NA,"Zeiformes"
37232913,"Animalia","Chordata","Actinopterygii","Macrouridae","Kuronezumia","spp",NA,"Gadiformes"
37112902,"Animalia","Chordata","Actinopterygii","Stomiidae","Stomias","spp",NA,"Stomiiformes"
37020916,"Animalia","Chordata","Elasmobranchii","Somniosidae","Scymnodon","spp","[a sleeper shark]","Squaliformes"
37102901,"Animalia","Chordata","Actinopterygii","Galaxiidae","Galaxias","spp",NA,"Osmeriformes"
37255901,"Animalia","Chordata","Actinopterygii","Trachichthyidae","Aulotrachichthys","spp",NA,"Beryciformes"
37326903,"Animalia","Chordata","Actinopterygii","Priacanthidae","Heteropriacanthus","spp",NA,"Perciformes"
37099903,"Animalia","Chordata","Actinopterygii","Opisthoproctidae","Winteria","spp",NA,"Osmeriformes"
37428972,"Animalia","Chordata","Actinopterygii","Gobiidae","Pleurosicya","spp",NA,"Perciformes"
37290907,"Animalia","Chordata","Actinopterygii","Aploactinidae","Erisphex","spp",NA,"Scorpaeniformes"
37346926,"Animalia","Chordata","Actinopterygii","Caesionidae","Pterocaesio","spp",NA,"Perciformes"
37359901,"Animalia","Chordata","Actinopterygii","Toxotidae","Toxotes","spp",NA,"Perciformes"
37073902,"Animalia","Chordata","Actinopterygii","Derichthyidae","Nessorhamphus","spp",NA,"Anguilliformes"
37108905,"Animalia","Chordata","Actinopterygii","Astronesthidae","Neonesthes","spp",NA,"Stomiiformes"
37013909,"Animalia","Chordata","Elasmobranchii","Orectolobidae","Sutorectus","spp",NA,"Orectolobiformes"
37313912,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Pseudoplesiops","spp",NA,"Perciformes"
37205902,"Animalia","Chordata","Actinopterygii","Batrachoididae","Halophryne","spp",NA,"Batrachoidiformes"
37018906,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Glyphis","spp",NA,"Carcharhiniformes"
37384909,"Animalia","Chordata","Actinopterygii","Labridae","Cheilio","spp",NA,"Perciformes"
37287942,"Animalia","Chordata","Actinopterygii","Sebastidae","Sebastiscus","spp",NA,"Scorpaeniformes"
37296909,"Animalia","Chordata","Actinopterygii","Platycephalidae","Inegocia","spp",NA,"Scorpaeniformes"
37264904,"Animalia","Chordata","Actinopterygii","Zeidae","Zenopsis","spp",NA,"Zeiformes"
37428992,"Animalia","Chordata","Actinopterygii","Gobiidae","Trypauchenichthys","spp",NA,"Perciformes"
37331903,"Animalia","Chordata","Actinopterygii","Malacanthidae","Malacanthus","spp",NA,"Perciformes"
37444903,"Animalia","Chordata","Actinopterygii","Istiophoridae","Istiophorus","spp",NA,"Perciformes"
37020918,"Animalia","Chordata","Elasmobranchii","Somniosidae","Somniosus","spp",NA,"Squaliformes"
37311914,"Animalia","Chordata","Actinopterygii","Serranidae","Aethaloperca","spp",NA,"Perciformes"
37210910,"Animalia","Chordata","Actinopterygii","Antennariidae","Lophiocharon","spp",NA,"Lophiiformes"
37402904,"Animalia","Chordata","Actinopterygii","Chiasmodontidae","Pseudoscopelus","spp",NA,"Perciformes"
37316903,"Animalia","Chordata","Actinopterygii","Plesiopidae","Fraudella","spp",NA,"Perciformes"
37440905,"Animalia","Chordata","Actinopterygii","Trichiuridae","Lepidopus","spp",NA,"Perciformes"
37428983,"Animalia","Chordata","Actinopterygii","Gobiidae","Stiphodon","spp",NA,"Perciformes"
37091901,"Animalia","Chordata","Actinopterygii","Notopteridae","Chitala","spp",NA,"Osteoglossiformes"
37337914,"Animalia","Chordata","Actinopterygii","Carangidae","Alepes","spp",NA,"Perciformes"
37465919,"Animalia","Chordata","Actinopterygii","Monacanthidae","Eubalichthys","spp",NA,"Tetraodontiformes"
37381910,"Animalia","Chordata","Actinopterygii","Mugilidae","Valamugil","spp",NA,"Mugiliformes"
37311925,"Animalia","Chordata","Actinopterygii","Serranidae","Chromileptes","spp",NA,"Perciformes"
37371904,"Animalia","Chordata","Actinopterygii","Cichlidae","Tilapia","spp",NA,"Perciformes"
37408914,"Animalia","Chordata","Actinopterygii","Blenniidae","Mimoblennius","spp",NA,"Perciformes"
37037903,"Animalia","Chordata","Elasmobranchii","Gymnuridae","Unknown","spp",NA,"Rajiformes"
37097906,"Animalia","Chordata","Actinopterygii","Microstomatidae","Unknown","spp",NA,"Osmeriformes"
37085921,"Animalia","Chordata","Actinopterygii","Clupeidae","Sprattus","spp",NA,"Clupeiformes"
37013905,"Animalia","Chordata","Elasmobranchii","Ginglymostomatidae","Nebrius","spp",NA,"Orectolobiformes"
37126903,"Animalia","Chordata","Actinopterygii","Paralepididae","Lestidium","spp",NA,"Aulopiformes"
37282915,"Animalia","Chordata","Actinopterygii","Syngnathidae","Hippichthys","spp",NA,"Syngnathiformes"
37441921,"Animalia","Chordata","Actinopterygii","Scombridae","Katsuwonus","spp",NA,"Perciformes"
37068924,"Animalia","Chordata","Actinopterygii","Ophichthidae","Yirrkala","spp",NA,"Anguilliformes"
37206904,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Conidens","spp",NA,"Gobiesociformes"
37435901,"Animalia","Chordata","Actinopterygii","Microdesmidae","Aioliops","spp",NA,"Perciformes"
37098901,"Animalia","Chordata","Actinopterygii","Bathylagidae","Bathylagichthys","spp",NA,"Osmeriformes"
37461913,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Samaris","spp",NA,"Pleuronectiformes"
37063901,"Animalia","Chordata","Actinopterygii","Muraenesocidae","Muraenesox","spp",NA,"Anguilliformes"
37268901,"Animalia","Chordata","Actinopterygii","Lampridae","Lampris","spp",NA,"Lampriformes"
37120906,"Animalia","Chordata","Actinopterygii","Chlorophthalmidae","Unknown","spp",NA,"Aulopiformes"
37038904,"Animalia","Chordata","Elasmobranchii","Urolophidae","Unknown","spp",NA,"Rajiformes"
37224919,"Animalia","Chordata","Actinopterygii","Euclichthyidae","Unknown","spp",NA,"Gadiformes"
37232930,"Animalia","Chordata","Actinopterygii","Bathygadidae","Unknown","spp",NA,"Gadiformes"
37311953,"Animalia","Chordata","Actinopterygii","Percichthyidae","Unknown","spp","[a freshwater bass,a blackfish,a freshwater cod,a pygmy perch]","Perciformes"
37233902,"Animalia","Chordata","Actinopterygii","Exocoetidae","Cypselurus","spp",NA,"Beloniformes"
37346918,"Animalia","Chordata","Actinopterygii","Lutjanidae","Aphareus","spp",NA,"Perciformes"
37462910,"Animalia","Chordata","Actinopterygii","Soleidae","Rendahlia","spp",NA,"Pleuronectiformes"
37210904,"Animalia","Chordata","Actinopterygii","Tetrabrachiidae","Dibrachichthys","spp",NA,"Lophiiformes"
37428922,"Animalia","Chordata","Actinopterygii","Gobiidae","Cristatogobius","spp",NA,"Perciformes"
37407902,"Animalia","Chordata","Actinopterygii","Channichthyidae","Champsocephalus","spp",NA,"Perciformes"
37353905,"Animalia","Chordata","Actinopterygii","Sparidae","Argyrops","spp",NA,"Perciformes"
37374902,"Animalia","Chordata","Actinopterygii","Cirrhitidae","Cirrhitichthys","spp",NA,"Perciformes"
37065904,"Animalia","Chordata","Actinopterygii","Nettastomatidae","Venefica","spp",NA,"Anguilliformes"
37428947,"Animalia","Chordata","Actinopterygii","Gobiidae","Dotsugobius","spp","[a goby]","Perciformes"
37245903,"Animalia","Chordata","Actinopterygii","Melanotaeniidae","Melanotaenia","spp",NA,"Atheriniformes"
37292901,"Animalia","Chordata","Actinopterygii","Pataecidae","Aetapcus","spp",NA,"Scorpaeniformes"
37122902,"Animalia","Chordata","Actinopterygii","Myctophidae","Benthosema","spp",NA,"Myctophiformes"
37130902,"Animalia","Chordata","Actinopterygii","Evermannellidae","Evermannella","spp",NA,"Aulopiformes"
37067919,"Animalia","Chordata","Actinopterygii","Congridae","Rhynchoconger","spp",NA,"Anguilliformes"
37065903,"Animalia","Chordata","Actinopterygii","Nettastomatidae","Saurenchelys","spp",NA,"Anguilliformes"
37296000,"Animalia","Chordata","Actinopterygii","Platycephalidae","Unknown","spp","flatheads","Scorpaeniformes"
37101000,"Animalia","Chordata","Actinopterygii","Retropinnidae","Unknown","spp","southern smelts","Osmeriformes"
37231000,"Animalia","Chordata","Actinopterygii","Zoarcidae","Unknown","spp","eelpouts","Perciformes"
37086000,"Animalia","Chordata","Actinopterygii","Engraulidae","Unknown","spp","anchovies","Clupeiformes"
37441000,"Animalia","Chordata","Actinopterygii","Scombridae","Unknown","spp","mackerels","Perciformes"
37348000,"Animalia","Chordata","Actinopterygii","Lobotidae","Unknown","spp","tripletails","Perciformes"
37447000,"Animalia","Chordata","Actinopterygii","Ariommatidae","Unknown","spp","eyebrow fishes","Perciformes"
37441910,"Animalia","Chordata","Actinopterygii","Scombridae","Sarda","spp","bonitos","Perciformes"
37006000,"Animalia","Chordata","Elasmobranchii","Chlamydoselachidae","Unknown","spp","frill sharks","Hexanchiformes"
37316000,"Animalia","Chordata","Actinopterygii","Plesiopidae","Unknown","spp","prettyfins","Perciformes"
37244000,"Animalia","Chordata","Actinopterygii","Poeciliidae","Unknown","spp","livebearers","Cyprinodontiformes"
37428000,"Animalia","Chordata","Actinopterygii","Gobiidae","Unknown","spp","gobies","Perciformes"
37307000,"Animalia","Chordata","Actinopterygii","Liparidae","Unknown","spp","snailfishes","Scorpaeniformes"
37188901,"Animalia","Chordata","Actinopterygii","Ariidae","Arius","spp","catfish","Siluriformes"
37347901,"Animalia","Chordata","Actinopterygii","Nemipteridae","Nemipterus","spp","butterflybream","Perciformes"
37384904,"Animalia","Chordata","Actinopterygii","Labridae","Bodianus","spp","pigfishes","Perciformes"
37384902,"Animalia","Chordata","Actinopterygii","Labridae","Choerodon","spp","tuskfishes","Perciformes"
37342000,"Animalia","Chordata","Actinopterygii","Bramidae","Unknown","spp","pomfrets","Perciformes"
37385000,"Animalia","Chordata","Actinopterygii","Odacidae","Unknown","spp","rock whitings","Perciformes"
37268000,"Animalia","Chordata","Actinopterygii","Lampridae","Unknown","spp","opahs","Lampriformes"
37107000,"Animalia","Chordata","Actinopterygii","Sternoptychidae","Unknown","spp","hatchetfishes","Stomiiformes"
37208000,"Animalia","Chordata","Actinopterygii","Lophiidae","Unknown","spp","goosefishes","Lophiiformes"
37119000,"Animalia","Chordata","Actinopterygii","Harpadontidae","Unknown","spp","Bombay ducks","Aulopiformes"
37016000,"Animalia","Chordata","Elasmobranchii","Pseudotriakidae","Unknown","spp","false catsharks","Carcharhiniformes"
37115000,"Animalia","Chordata","Actinopterygii","Platytroctidae","Unknown","spp","tubeshoulders","Osmeriformes"
37327921,"Animalia","Chordata","Actinopterygii","Apogonidae","Siphamia","spp",NA,"Perciformes"
37465922,"Animalia","Chordata","Actinopterygii","Monacanthidae","Nelusetta","spp",NA,"Tetraodontiformes"
37233903,"Animalia","Chordata","Actinopterygii","Exocoetidae","Exocoetus","spp",NA,"Beloniformes"
37467911,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Tetractenos","spp",NA,"Tetraodontiformes"
37441924,"Animalia","Chordata","Actinopterygii","Scombridae","Scomberomorus","spp",NA,"Perciformes"
37380902,"Animalia","Chordata","Actinopterygii","Cepolidae","Cepola","spp",NA,"Perciformes"
37383903,"Animalia","Chordata","Actinopterygii","Polynemidae","Eleutheronema","spp",NA,"Perciformes"
37038903,"Animalia","Chordata","Elasmobranchii","Urolophidae","Urolophus","spp",NA,"Rajiformes"
37416901,"Animalia","Chordata","Actinopterygii","Clinidae","Cristiceps","spp",NA,"Perciformes"
37416902,"Animalia","Chordata","Actinopterygii","Clinidae","Heteroclinus","spp",NA,"Perciformes"
37235903,"Animalia","Chordata","Actinopterygii","Belonidae","Strongylura","spp",NA,"Beloniformes"
37235902,"Animalia","Chordata","Actinopterygii","Belonidae","Platybelone","spp",NA,"Beloniformes"
37316904,"Animalia","Chordata","Actinopterygii","Plesiopidae","Paraplesiops","spp",NA,"Perciformes"
37009901,"Animalia","Chordata","Elasmobranchii","Megachasmidae","Megachasma","spp",NA,"Lamniformes"
37312905,"Animalia","Chordata","Actinopterygii","Grammistidae","Grammistops","spp",NA,"Perciformes"
37429914,"Animalia","Chordata","Actinopterygii","Eleotridae","Odonteleotris","spp",NA,"Perciformes"
37429918,"Animalia","Chordata","Actinopterygii","Eleotridae","Thalasseleotris","spp",NA,"Perciformes"
37402903,"Animalia","Chordata","Actinopterygii","Chiasmodontidae","Kali","spp",NA,"Perciformes"
37402902,"Animalia","Chordata","Actinopterygii","Chiasmodontidae","Dysalotus","spp",NA,"Perciformes"
37337927,"Animalia","Chordata","Actinopterygii","Carangidae","Seriola","spp",NA,"Perciformes"
37337923,"Animalia","Chordata","Actinopterygii","Carangidae","Parastromateus","spp",NA,"Perciformes"
37337916,"Animalia","Chordata","Actinopterygii","Carangidae","Carangoides","spp",NA,"Perciformes"
37337926,"Animalia","Chordata","Actinopterygii","Carangidae","Selaroides","spp",NA,"Perciformes"
37337920,"Animalia","Chordata","Actinopterygii","Carangidae","Megalaspis","spp",NA,"Perciformes"
37018909,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Loxodon","spp",NA,"Carcharhiniformes"
37018913,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Scoliodon","spp",NA,"Carcharhiniformes"
37018912,"Animalia","Chordata","Elasmobranchii","Carcharhinidae","Rhizoprionodon","spp",NA,"Carcharhiniformes"
37444905,"Animalia","Chordata","Actinopterygii","Istiophoridae","Tetrapturus","spp",NA,"Perciformes"
37020911,"Animalia","Chordata","Elasmobranchii","Squalidae","Cirrhigaleus","spp",NA,"Squaliformes"
37232907,"Animalia","Chordata","Actinopterygii","Macrouridae","Cynomacrurus","spp",NA,"Gadiformes"
37232918,"Animalia","Chordata","Actinopterygii","Macrouridae","Mataeocephalus","spp",NA,"Gadiformes"
37232926,"Animalia","Chordata","Actinopterygii","Macrouridae","Trachonurus","spp",NA,"Gadiformes"
37232928,"Animalia","Chordata","Actinopterygii","Macrouridae","Ventrifossa","spp",NA,"Gadiformes"
37122919,"Animalia","Chordata","Actinopterygii","Myctophidae","Myctophum","spp",NA,"Myctophiformes"
37122921,"Animalia","Chordata","Actinopterygii","Myctophidae","Notolychnus","spp",NA,"Myctophiformes"
37122913,"Animalia","Chordata","Actinopterygii","Myctophidae","Lampanyctodes","spp",NA,"Myctophiformes"
37263901,"Animalia","Chordata","Actinopterygii","Zeniontidae","Macrurocyttus","spp",NA,"Zeiformes"
37414902,"Animalia","Chordata","Actinopterygii","Ophiclinidae","Ophiclinus","spp",NA,"Perciformes"
37255904,"Animalia","Chordata","Actinopterygii","Trachichthyidae","Optivus","spp",NA,"Beryciformes"
37310902,"Animalia","Chordata","Actinopterygii","Ambassidae","Denariusa","spp",NA,"Perciformes"
37414904,"Animalia","Chordata","Actinopterygii","Ophiclinidae","Sticharium","spp",NA,"Perciformes"
37393906,"Animalia","Chordata","Actinopterygii","Percophidae","Percophis","spp",NA,"Perciformes"
37393902,"Animalia","Chordata","Actinopterygii","Percophidae","Bembrops","spp",NA,"Perciformes"
37393907,"Animalia","Chordata","Actinopterygii","Percophidae","Pteropsaron","spp",NA,"Perciformes"
37347904,"Animalia","Chordata","Actinopterygii","Nemipteridae","Pentapodus","spp",NA,"Perciformes"
37019902,"Animalia","Chordata","Elasmobranchii","Sphyrnidae","Sphyrna","spp",NA,"Carcharhiniformes"
37019901,"Animalia","Chordata","Elasmobranchii","Sphyrnidae","Eusphyra","spp",NA,"Carcharhiniformes"
37258901,"Animalia","Chordata","Actinopterygii","Berycidae","Beryx","spp",NA,"Beryciformes"
37118903,"Animalia","Chordata","Actinopterygii","Synodontidae","Synodus","spp",NA,"Aulopiformes"
37118901,"Animalia","Chordata","Actinopterygii","Synodontidae","Saurida","spp","lizardfish","Aulopiformes"
37188904,"Animalia","Chordata","Actinopterygii","Ariidae","Hemiarius","spp",NA,"Siluriformes"
37188906,"Animalia","Chordata","Actinopterygii","Ariidae","Nemapteryx","spp",NA,"Siluriformes"
37188908,"Animalia","Chordata","Actinopterygii","Ariidae","Netuma","spp",NA,"Siluriformes"
37020914,"Animalia","Chordata","Elasmobranchii","Dalatiidae","Euprotomicrus","spp",NA,"Squaliformes"
37020912,"Animalia","Chordata","Elasmobranchii","Dalatiidae","Dalatias","spp",NA,"Squaliformes"
37356901,"Animalia","Chordata","Actinopterygii","Monodactylidae","Monodactylus","spp",NA,"Perciformes"
37020909,"Animalia","Chordata","Elasmobranchii","Etmopteridae","Centroscyllium","spp",NA,"Squaliformes"
37067904,"Animalia","Chordata","Actinopterygii","Congridae","Bathycongrus","spp",NA,"Anguilliformes"
37067910,"Animalia","Chordata","Actinopterygii","Congridae","Congriscus","spp",NA,"Anguilliformes"
37226905,"Animalia","Chordata","Actinopterygii","Gadidae","Micromesistius","spp",NA,"Gadiformes"
37226907,"Animalia","Chordata","Actinopterygii","Gadidae","Theragra","spp",NA,"Gadiformes"
37123903,"Animalia","Chordata","Actinopterygii","Ipnopidae","Ipnops","spp",NA,"Aulopiformes"
37111901,"Animalia","Chordata","Actinopterygii","Chauliodontidae","Chauliodus","spp",NA,"Stomiiformes"
37398901,"Animalia","Chordata","Actinopterygii","Leptoscopidae","Crapatalus","spp",NA,"Perciformes"
37411901,"Animalia","Chordata","Actinopterygii","Congrogadidae","Blennodesmus","spp",NA,"Perciformes"
37253901,"Animalia","Chordata","Actinopterygii","Polymixiidae","Polymixia","spp",NA,"Polymixiiformes"
37448901,"Animalia","Chordata","Actinopterygii","Stromateidae","Pampus","spp",NA,"Perciformes"
37415909,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Springerichthys","spp",NA,"Perciformes"
37415912,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Ucla","spp",NA,"Perciformes"
37415908,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Norfolkia","spp",NA,"Perciformes"
37415911,"Animalia","Chordata","Actinopterygii","Tripterygiidae","Trinorfolkia","spp",NA,"Perciformes"
37067905,"Animalia","Chordata","Actinopterygii","Congridae","Bathyuroconger","spp",NA,"Anguilliformes"
37067907,"Animalia","Chordata","Actinopterygii","Congridae","Castleichthys","spp",NA,"Anguilliformes"
37067914,"Animalia","Chordata","Actinopterygii","Congridae","Heteroconger","spp",NA,"Anguilliformes"
37022901,"Animalia","Chordata","Elasmobranchii","Echinorhinidae","Echinorhinus","spp",NA,"Squaliformes"
37265902,"Animalia","Chordata","Actinopterygii","Grammicolepididae","Xenolepidichthys","spp",NA,"Zeiformes"
37358901,"Animalia","Chordata","Actinopterygii","Bathyclupeidae","Bathyclupea","spp",NA,"Perciformes"
37385903,"Animalia","Chordata","Actinopterygii","Odacidae","Neoodax","spp",NA,"Perciformes"
37385902,"Animalia","Chordata","Actinopterygii","Odacidae","Heteroscarus","spp",NA,"Perciformes"
37057000,"Animalia","Chordata","Actinopterygii","Moringuidae","Unknown","spp","spaghetti eels","Anguilliformes"
37244904,"Animalia","Chordata","Actinopterygii","Poeciliidae","Xiphophorus","spp",NA,"Cyprinodontiformes"
37298901,"Animalia","Chordata","Actinopterygii","Congiopodidae","Congiopodus","spp",NA,"Scorpaeniformes"
37313000,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Unknown","spp","dottybacks","Perciformes"
37346930,"Animalia","Chordata","Actinopterygii","Symphysanodontidae","Symphysanodon","spp",NA,"Perciformes"
37346933,"Animalia","Chordata","Actinopterygii","Symphysanodontidae","Unknown","spp",NA,"Perciformes"
37437906,"Animalia","Chordata","Actinopterygii","Zanclidae","Zanclus","spp",NA,"Perciformes"
37177902,"Animalia","Chordata","Actinopterygii","Pangasiidae","Pangasius","spp",NA,"Siluriformes"
37266904,"Animalia","Chordata","Actinopterygii","Oreosomatidae","Neocyttus","spp",NA,"Zeiformes"
37078901,"Animalia","Chordata","Actinopterygii","Saccopharyngidae","Saccopharynx","spp",NA,"Saccopharyngiformes"
37259901,"Animalia","Chordata","Actinopterygii","Monocentrididae","Cleidopus","spp",NA,"Beryciformes"
37009906,"Animalia","Chordata","Elasmobranchii","Pseudocarchariidae","Unknown","spp",NA,"Lamniformes"
37218901,"Animalia","Chordata","Actinopterygii","Neoceratiidae","Neoceratias","spp",NA,"Lophiiformes"
37021000,"Animalia","Chordata","Elasmobranchii","Oxynotidae","Unknown","spp","prickly dogfishes","Squaliformes"
37461906,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Peltorhamphus","spp",NA,"Pleuronectiformes"
37461907,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Plagiopsetta","spp",NA,"Pleuronectiformes"
37461915,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Taratretis","spp",NA,"Pleuronectiformes"
37461905,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Pelotretis","spp",NA,"Pleuronectiformes"
37461912,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Rhombosolea","spp",NA,"Pleuronectiformes"
37461904,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Nematops","spp",NA,"Pleuronectiformes"
37060908,"Animalia","Chordata","Actinopterygii","Muraenidae","Uropterygius","spp",NA,"Anguilliformes"
37060907,"Animalia","Chordata","Actinopterygii","Muraenidae","Strophidon","spp",NA,"Anguilliformes"
37060902,"Animalia","Chordata","Actinopterygii","Muraenidae","Echidna","spp",NA,"Anguilliformes"
37367909,"Animalia","Chordata","Actinopterygii","Pentacerotidae","Zanclistius","spp",NA,"Perciformes"
37374906,"Animalia","Chordata","Actinopterygii","Cirrhitidae","Notocirrhitus","spp",NA,"Perciformes"
37031910,"Animalia","Chordata","Elasmobranchii","Arhynchobatidae","Pavoraja","spp",NA,"Rajiformes"
37031906,"Animalia","Chordata","Elasmobranchii","Arhynchobatidae","Irolita","spp",NA,"Rajiformes"
37031915,"Animalia","Chordata","Elasmobranchii","Arhynchobatidae","Unknown","spp",NA,"Rajiformes"
37031902,"Animalia","Chordata","Elasmobranchii","Arhynchobatidae","Bathyraja","spp",NA,"Rajiformes"
37296918,"Animalia","Chordata","Actinopterygii","Platycephalidae","Thysanophrys","spp",NA,"Scorpaeniformes"
37296914,"Animalia","Chordata","Actinopterygii","Platycephalidae","Ratabulus","spp",NA,"Scorpaeniformes"
37296907,"Animalia","Chordata","Actinopterygii","Platycephalidae","Cymbacephalus","spp",NA,"Scorpaeniformes"
37403903,"Animalia","Chordata","Actinopterygii","Bovichtidae","Pseudaphritis","spp",NA,"Perciformes"
37403901,"Animalia","Chordata","Actinopterygii","Bovichtidae","Bovichtus","spp",NA,"Perciformes"
37096750,"Animalia","Chordata","Actinopterygii","Osmeridae","Unknown","spp","[a smelt]","Osmeriformes"
37175901,"Animalia","Chordata","Actinopterygii","Siluridae","Phalacronotus","spp",NA,"Siluriformes"
37175902,"Animalia","Chordata","Actinopterygii","Siluridae","Silurus","spp",NA,"Siluriformes"
37445908,"Animalia","Chordata","Actinopterygii","Centrolophidae","Schedophilus","spp",NA,"Perciformes"
37165906,"Animalia","Chordata","Actinopterygii","Cyprinidae","Tinca","spp",NA,"Cypriniformes"
37165903,"Animalia","Chordata","Actinopterygii","Cyprinidae","Puntius","spp",NA,"Cypriniformes"
37165000,"Animalia","Chordata","Actinopterygii","Cyprinidae","Unknown","spp","carps","Cypriniformes"
37329000,"Animalia","Chordata","Actinopterygii","Percidae","Unknown","spp","perches","Perciformes"
37070901,"Animalia","Chordata","Actinopterygii","Synaphobranchidae","Diastobranchus","spp",NA,"Anguilliformes"
37400905,"Animalia","Chordata","Actinopterygii","Uranoscopidae","Xenocephalus","spp",NA,"Perciformes"
37395901,"Animalia","Chordata","Actinopterygii","Creediidae","Creedia","spp",NA,"Perciformes"
37465937,"Animalia","Chordata","Actinopterygii","Balistidae","Xanthichthys","spp",NA,"Tetraodontiformes"
37465904,"Animalia","Chordata","Actinopterygii","Balistidae","Abalistes","spp",NA,"Tetraodontiformes"
37017906,"Animalia","Chordata","Elasmobranchii","Triakidae","Iago","spp",NA,"Carcharhiniformes"
37017903,"Animalia","Chordata","Elasmobranchii","Triakidae","Galeorhinus","spp",NA,"Carcharhiniformes"
37406905,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Gerlachea","spp",NA,"Perciformes"
37406907,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Prionodraco","spp",NA,"Perciformes"
37406906,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Gymnodraco","spp",NA,"Perciformes"
37406904,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Cygnodraco","spp",NA,"Perciformes"
37406909,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Vomeridens","spp",NA,"Perciformes"
37343000,"Animalia","Chordata","Actinopterygii","Caristiidae","Unknown","spp","manefishes","Perciformes"
37221000,"Animalia","Chordata","Actinopterygii","Caulophrynidae","Unknown","spp","fanfin anglerfishes","Lophiiformes"
37460903,"Animalia","Chordata","Actinopterygii","Bothidae","Asterorhombus","spp",NA,"Pleuronectiformes"
